,waktu,user,text,STOP_REMOVAL,label
72,2021-11-25 10:20:08+00:00,arcielomarcell,marcello bukan orang yang aktiv dalam bersosial media instagram pun baru saja membuatnya untuk kepentingan nant,marcello orang aktiv bersosial media instagram membuatnya kepentingan nant,false
73,2021-11-25 10:20:06+00:00,zakatperak,berita dari manjung penerima bantuan mesin penguli doh encik ahmad ismail bin napiah terima kasih para muzakki ,berita manjung penerima bantuan mesin penguli doh encik ahmad ismail bin napiah terima kasih muzakki,true
74,2021-11-25 10:20:05+00:00,maskusumo, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,true
75,2021-11-25 10:20:02+00:00,voidotid,inilah masterplan percepatan pembangunan pulau sumba ntt,masterplan percepatan pembangunan pulau sumba ntt,true
76,2021-11-25 10:20:02+00:00,katadatacoid,menko perekonomian airlangga hartarto memastikan pemerintah akan mematuhi putusan mahkamah konstitusi untuk ,menko perekonomian airlangga hartarto pemerintah mematuhi putusan mahkamah konstitusi,true
77,2021-11-25 10:20:01+00:00,b3y31, hadapi pemilu 2024 demokrat surabaya gelar sekolah politik demokratharapa, hadapi pemilu 2024 demokrat surabaya gelar sekolah politik demokratharapa,true
78,2021-11-25 10:19:59+00:00,wpunchh, percepatrealisasiapbd terdapat daerah2 dgn capaian realisasi belanja tinggi rendah mendagri mengimbau daerah2 realis, percepatrealisasiapbd daerah2 dgn capaian realisasi belanja rendah mendagri mengimbau daerah2 realis,true
79,2021-11-25 10:19:56+00:00,redaksimetrokal,cegah stunting tanggung jawab bersama berita metro beritakalimantan beritaterkini,cegah stunting tanggung berita metro beritakalimantan beritaterkini,true
80,2021-11-25 10:19:54+00:00,thepinked1, edaran untuk warga twitter semua berhati hati membeli peranti yang tidak diperakui oleh suruhanjaya komunikasi dan multime, edaran warga twitter berhati hati membeli peranti diperakui suruhanjaya komunikasi multime,true
81,2021-11-25 10:19:54+00:00,fawzans5,edge night falaq time all udah ngasih kisi kisi lewat qur surah falaq utk menghadapi era peralihan tsb,edge night falaq time all udah ngasih kisi kisi qur surah falaq utk menghadapi era peralihan tsb,true
82,2021-11-25 10:19:53+00:00,redaksimetrokal,mensos kita harus siapkan lumbung sosial kalteng berita metro berita kalimantan,mensos siapkan lumbung sosial kalteng berita metro berita kalimantan,true
83,2021-11-25 10:19:46+00:00,cempluk1_erna,seperti kita ketahui bersama ajang formula itu panggung bagi bukan panggung bapak karena bapak,ketahui ajang formula panggung panggung,false
84,2021-11-25 10:19:45+00:00,asyraffhaiqal, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,true
85,2021-11-25 10:19:43+00:00,satriawaniwan20, pan pan dukung mui jakarta bentuk cyber army lawan hoax wakil ketua dprd dki jakarta zita anjani mendukung langkah mui mel, pan pan dukung mui jakarta bentuk cyber army lawan hoax wakil ketua dprd dki jakarta zita anjani mendukung langkah mui mel,true
86,2021-11-25 10:19:42+00:00,muhdizzat___, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,true
87,2021-11-25 10:19:41+00:00,fauziahklate, beberapa ahli parlimen ingin tahu langkah kerajaan bagi mengatasi masalah itu, ahli parlimen langkah kerajaan mengatasi,true
88,2021-11-25 10:19:35+00:00,senowerkudoro4, harusnya usah ber tele2 amp saling lempar tegas aja baik itu polda metro satgas covid maupun pemprov dki sepakat , ber tele2 amp lempar aja polda metro satgas covid pemprov dki sepakat,false
89,2021-11-25 10:19:34+00:00,roestopo, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,true
90,2021-11-25 10:19:33+00:00,arga_wisastra, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,true
91,2021-11-25 10:19:33+00:00,najwa_sym, emil sudah maafkan ini untuk pelajaran kamu msh muda dan karir suamimu msh panjang kata wak menuturkan, emil maafkan pelajaran msh muda karir suamimu msh wak,false
92,2021-11-25 10:19:26+00:00,kawuladusun, kalo berita ini bukan sandiwara harusnya presiden ngegas kasus kecurangan seleksi cpns tapi udah sebulan , kalo berita sandiwara presiden ngegas kecurangan seleksi cpns udah sebulan,false
93,2021-11-25 10:19:26+00:00,marizcimenda, willy ketua dprd dki jakarta prasetio edi marsudi meminta agar presiden joko widodo tak dilibatkan dlm penentuan sirkuit formu, willy ketua dprd dki jakarta prasetio edi marsudi presiden joko widodo dilibatkan dlm penentuan sirkuit formu,false
94,2021-11-25 10:19:23+00:00,dewirahmis, menyatakan cipta kerja bertentangan dengan uud 1945, cipta kerja bertentangan uud 1945,true
95,2021-11-25 10:19:21+00:00,k0d0ks3k0l4m, sajak one got sudah cium bau2 penjara one got mau coba lempar tai nya pak jokowi setelah kpk bersuara dan sepupunya , sajak one got cium bau2 penjara one got coba lempar tai nya jokowi kpk bersuara sepupunya,false
96,2021-11-25 10:19:20+00:00,aliefmaulana_, hari ini banyak berita mengenai putusan mahkamah konstitusi tentang cipta kerja dengan judul yang cukup berag, berita putusan mahkamah konstitusi cipta kerja judul berag,false
97,2021-11-25 10:19:16+00:00,terbucinz, strategi erick thohir bantu pengusaha kecil naik kelas dengan hadirnya sebagai menteri bumn ini telah membawa, strategi erick thohir bantu pengusaha kelas hadirnya menteri bumn membawa,true
98,2021-11-25 10:19:14+00:00,antaralampung,anies sebut lokasi formula bukan ditentukan oleh presiden jokowi,anies lokasi formula ditentukan presiden jokowi,true
99,2021-11-25 10:19:10+00:00,yoonserie, menfess kdm kalian bayangin anak mereka bentuknya kyk gimana klo orangtua nya blasteran korea surga gini semoga maki, menfess kdm bayangin anak bentuknya kyk gimana klo orangtua nya blasteran korea surga gini semoga maki,false
100,2021-11-25 10:19:08+00:00,marizcimenda, giliran sudah terjepit pakai tameng presiden jokowi camkan ini semua yang terkait formula sepenuhnya kewenangan amp , giliran terjepit pakai tameng presiden jokowi camkan terkait formula sepenuhnya kewenangan amp,false
101,2021-11-25 10:19:07+00:00,mayafasqual, agan1 mendagri tito karnavian meminta seluruh kepala daerah untuk mempercepat realisasi apbd, agan1 mendagri tito karnavian kepala daerah mempercepat realisasi apbd,true
102,2021-11-25 10:19:06+00:00,marizcimenda, jelas logis bisa dipakai sebagai dasar kepentingan masyarakat umum harus diutamakan tolakreunikadrun212, logis dipakai dasar kepentingan masyarakat diutamakan tolakreunikadrun212,false
103,2021-11-25 10:19:00+00:00,yayasanepistema,kaltim usulkan 491 000 wehea kelay jadi kawasan strategis provinsi,kaltim usulkan 491 000 wehea kelay kawasan strategis provinsi,true
104,2021-11-25 10:18:59+00:00,putragaruda27, dua tahun untuk perbaiki cipta kerja jika tidak tuntas ini resikonya, perbaiki cipta kerja tuntas resikonya,true
105,2021-11-25 10:18:59+00:00,sugali_bob,kelakuannya gitu emang pantes bubarin,kelakuannya gitu emang pantes bubarin,false
106,2021-11-25 10:18:59+00:00,nkri_satoe, wah kabar baik ini dpr menjadi tuan rumah inter parliamentary union ipu general assembly pada 2022 dpruntuknegeri teru, kabar dpr tuan rumah inter parliamentary union ipu general assembly 2022 dpruntuknegeri teru,true
107,2021-11-25 10:18:58+00:00,dedystiwn, perwira polisi terluka dikeroyok pemuda pancasila yang demo dpr kapolres jakpus kombes hengki haryadi murka, perwira polisi terluka dikeroyok pemuda pancasila demo dpr kapolres jakpus kombes hengki haryadi murka,true
108,2021-11-25 10:18:58+00:00,celes_being1074, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,true
109,2021-11-25 10:18:57+00:00,marizcimenda, strategi erick thohir bantu pengusaha kecil naik kelas dengan hadirnya sebagai menteri bumn ini telah membawa, strategi erick thohir bantu pengusaha kelas hadirnya menteri bumn membawa,true
110,2021-11-25 10:18:56+00:00,senowerkudoro4, tidak semua urusan harus ajukan presiden ini ranah pemerintah daerah amp penyelenggara kata faldo artinya tidak , urusan ajukan presiden ranah pemerintah daerah amp penyelenggara faldo,true
111,2021-11-25 10:18:55+00:00,gurunpasir19,kendati demikian warga diizinkan melakukan perjalanan luar daerah jika ada hal mendesak namun ada syarat2 ,kendati warga diizinkan perjalanan daerah mendesak syarat2,true
112,2021-11-25 10:18:55+00:00,sinaronline,inisiatif baharu itu melibatkan usahawan asnaf dari enam buah negeri iaitu perlis kedah negeri sembilan melaka,inisiatif baharu melibatkan usahawan asnaf enam buah negeri iaitu perlis kedah negeri sembilan melaka,true
113,2021-11-25 10:18:55+00:00,marizcimenda, semua terkait formula tanggung jawab pemprov dki kasihan anies baswedan selalu disalahkan terus padahal anies kan , terkait formula tanggung pemprov dki kasihan anies baswedan disalahkan anies,false
114,2021-11-25 10:18:54+00:00,ngkongroses, hari ini menjadi hari yang tak terlupakan bagi rupi dan mahmudi warga mangunharjo tembalang kedatangan , terlupakan rupi mahmudi warga mangunharjo tembalang kedatangan 
115,2021-11-25 10:18:50+00:00,rillo_yaya, memerintahkan dpr dan pemerintah untuk memperbaiki cipta kerja dalam jangka waktu tahun depan salah satu alasanny, memerintahkan dpr pemerintah memperbaiki cipta kerja jangka salah alasannya,true
116,2021-11-25 10:18:48+00:00,abdi_nagari, apresiasi pemda yang apbd nya tinggi ini luar biasa mantap percepatrealisasiapbd, apresiasi pemda apbd nya mantap percepatrealisasiapbd,true
117,2021-11-25 10:18:45+00:00,baletta5, harusnya usah ber tele2 amp saling lempar tegas aja baik itu polda metro satgas covid maupun pemprov dki sepakat , ber tele2 amp lempar aja polda metro satgas covid pemprov dki sepakat,false
118,2021-11-25 10:18:44+00:00,ymmegatt, dalam kejadian jam pagi itu mangsa dihampiri suspek tidak dikenali selepas turun dari van sekolah awaninews awani745, kejadian jam pagi mangsa dihampiri suspek dikenali selepas turun van sekolah awaninews awani745,true
119,2021-11-25 10:18:39+00:00,wpunchh, rakyat mendagri ini luar biasa begitu melihat data serapan apbd daerah daerah realisasi nya diatas , rakyat mendagri data serapan apbd daerah daerah realisasi nya diatas,true
120,2021-11-25 10:18:38+00:00,icad_arifin,jawabannya ada judul berita ini,jawabannya judul berita,false
121,2021-11-25 10:18:34+00:00,danirojas672, ini sih sama saja menguliti pembuat pertanda burukkah, sih menguliti pembuat pertanda burukkah,false
122,2021-11-25 10:18:34+00:00,vivacoid,hary tanoe ajak milenial ikut konvensi rakyat jadi caleg,hary tanoe ajak milenial konvensi rakyat caleg,true
123,2021-11-25 10:18:34+00:00,asepsofyanwci, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,true
124,2021-11-25 10:18:33+00:00,alia_jyh, roti gardenia naik harga bermula disember, roti gardenia harga disember,true
125,2021-11-25 10:18:29+00:00,borneonews,buka orientasi penyusunan perencanaan 2022 ini arahan sekda seruyan,buka orientasi penyusunan perencanaan 2022 arahan sekda seruyan,true
126,2021-11-25 10:18:28+00:00,rahmatn78267661, perbaiikan cipta kerja diberi tenggat waktu hingga tahun berarti pekerjaan rumah untuk paslon presiden , perbaiikan cipta kerja tenggat pekerjaan rumah paslon presiden,false
127,2021-11-25 10:18:23+00:00,ngkongroses, muba haru wanita tua punya anak guru rumahnya direhab rehab rumah menjadi kado hari guru bagi anak rupi dan , muba haru wanita tua anak guru rumahnya direhab rehab rumah kado guru anak rupi,false
128,2021-11-25 10:18:22+00:00,veerin03, hari ini ada keluar berita tentang pembelian bailout konsesi aes zaman najib dengan harga kesuluruhan berjumlah rm668 , berita pembelian bailout konsesi aes zaman najib harga kesuluruhan rm668,true
129,2021-11-25 10:18:14+00:00,rxdwxn_, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,true
130,2021-11-25 10:18:10+00:00,qnegeri, mungkin gak tahu bahwa guru2 honorer bidan ptt sudah sejak lama diorganisir buruh memperjuangkan upah, gak guru2 honorer bidan ptt diorganisir buruh memperjuangkan upah,false
131,2021-11-25 10:18:05+00:00,fifitriawd,kesel bgt tiap liat berita ini dimana2 muncul muka bapak terus astagaa ada gila gilanya dia harta,kesel bgt liat berita dimana2 muncul muka astagaa gila gilanya harta,false
132,2021-11-25 10:18:05+00:00,tuancrab01,mendagri minta pemda percepat realisasi apbd 2021 percepatrealisasiapbd,mendagri pemda percepat realisasi apbd 2021 percepatrealisasiapbd,true
133,2021-11-25 10:18:03+00:00,thanatleee, kabar gembira tukhon karena aku sekarang sudah mempunyai topikku sendiri twitter ayo cepat kalian ikuti topikku sehi, kabar gembira tukhon topikku twitter ayo cepat ikuti topikku sehi,false
134,2021-11-25 10:18:02+00:00,republikaonline,dudung meminta prajurit berbuat susuatu yang dicintai warga papua,dudung prajurit berbuat susuatu dicintai warga papua,true
135,2021-11-25 10:18:02+00:00,antarabiz,saham hong kong berakhir naik terangkat rebound alibaba dan tencent,saham hong kong terangkat rebound alibaba tencent,true
136,2021-11-25 10:18:02+00:00,ngurah_suta, jelas formula inisiatif pak tanggungjawab beliau penuh jangan ajak ajak pihak lain cuci piring , formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,true
137,2021-11-25 10:18:02+00:00,borneonews,menteri pppa kekerasan terhadap perempuan seperti fenomena gunung ,menteri pppa kekerasan perempuan fenomena gunung,true
138,2021-11-25 10:18:01+00:00,rahmatn78267661,perbaiikan cipta kerja diberi tenggat waktu hingga tahun berarti pekerjaan rumah untuk paslon presiden,perbaiikan cipta kerja tenggat pekerjaan rumah paslon presiden,false
139,2021-11-25 10:18:00+00:00,izahhkarim, justeru permasalahan ini adalah sama mengambil hak orang lain dengan cara yang batil dan menzalimi syarikat penyiaran serta, justeru permasalahan mengambil hak orang batil menzalimi syarikat penyiaran,true
140,2021-11-25 10:18:00+00:00,satriawaniwan20, asmara1701 ketua komisi viii dpr fraksi pan yandri susanto menegaskan masalah asn yang menerima bansos dari kemensos, asmara1701 ketua komisi viii dpr fraksi pan yandri susanto asn menerima bansos kemensos,true
141,2021-11-25 10:17:59+00:00,amirilfaiq, kesian orang sarawak nak bawa roti gardenia balik untuk mengundi pun makin mahal tak masuk tiket flight lagi roti gardenia, kesian orang sarawak nak bawa roti gardenia mengundi mahal masuk tiket flight roti gardenia,clickbait
